cdr_id,msisdn,call_type,start_time,duration_sec,destination,circle,roaming_flag,charged_amount
120058,9812576347,Incoming,2025-09-23 03:53:00,2836,9261384676,Mumbai,false,23.63
120059,9670666235,Incoming,2025-10-17 22:41:00,2985,9023427973,Chennai,false,24.88
120060,9479186674,Outgoing,2026-03-13 10:49:00,29,9573300557,Gujarat,false,0.24
120061,9794517860,Incoming,2025-10-13 17:10:00,2996,,Kerala,false,24.97
120062,9334600602,Incoming,2026-02-14 16:29:00,2281,9738777859,Bihar,false,19.01
120063,9147719208,Outgoing,2026-05-28 16:37:00,1145,9477724014,Andhra Pradesh,false,9.54
120064,9338749069,Outgoing,2026-04-19 01:26:00,1561,9260415010,Delhi,false,13.01
120065,9201078701,Outgoing,2026-03-06 09:07:00,3184,9911419975,UP West,false,26.53
120066,9470322610,Outgoing,2026-07-22 15:13:00,1630,9729501750,Andhra Pradesh,false,13.58
120067,9785244063,Incoming,2025-10-18 07:30:00,2705,9423769975,Tamil Nadu,false,22.54
120068,9308834099,Outgoing,2026-05-14 04:36:00,287,9995034278,Assam,false,2.39
120069,9001662644,Incoming,2026-07-19 23:57:00,2135,9086302430,Delhi,false,17.79
120070,9545979618,Outgoing,2026-05-21 04:39:00,1572,9069298951,Gujarat,false,13.10
120071,9812222875,Incoming,2026-03-09 09:30:00,329,9503057115,Andhra Pradesh,false,2.74
120072,9452736120,Outgoing,2026-06-11 14:26:00,2881,9590605164,Gujarat,false,24.01
120073,9114759813,Outgoing,2025-11-26 12:47:00,385,9130899315,UP West,false,3.21
120074,9397508951,Outgoing,2025-12-10 18:01:00,2367,9355570955,Delhi,false,19.73
120075,9706492763,Outgoing,2025-09-26 16:13:00,3250,9867821564,Delhi,false,27.08
120076,9283317877,Outgoing,2025-12-10 12:27:00,643,9811712474,Kolkata,false,5.36
120077,9789114780,Incoming,2025-11-19 05:28:00,1891,9700310891,Bihar,false,15.76
120078,9996027488,Outgoing,2026-02-09 10:43:00,2277,9485845898,Andhra Pradesh,false,18.98
120079,9075886366,Incoming,2026-08-05 04:06:00,1941,9456351512,UP West,false,16.18
120080,9106431298,Outgoing,2026-01-15 21:40:00,1873,9462786865,Chennai,false,15.61
120081,9357633243,Incoming,2026-02-07 08:52:00,1532,9754894574,Karnataka,false,12.77
120082,9258561653,Incoming,2026-08-03 20:30:00,2287,9657662652,Kerala,false,19.06
120083,9362339888,Outgoing,2026-07-28 23:07:00,216,9641590162,Maharashtra,false,1.80
120084,9049333405,Incoming,2026-04-05 02:25:00,3137,9308216567,Kolkata,true,26.14
120085,9805030615,Incoming,2026-06-08 21:07:00,2206,9498308937,MP,false,18.38
120086,9114380351,Outgoing,2025-12-20 09:22:00,2183,9109226005,Punjab,false,18.19
120087,9796524099,Outgoing,2026-01-09 17:45:00,1982,9293613492,Haryana,false,16.52
120088,9141692778,Incoming,2026-01-03 21:25:00,1868,9823363987,UP West,false,15.57
120089,9258836568,Incoming,2025-10-17 12:40:00,2454,9196472126,Haryana,false,20.45
120090,9920546342,Outgoing,2025-10-26 06:35:00,374,9369337271,West Bengal,false,3.12
120091,9438199116,Incoming,2025-11-18 23:30:00,187,9143369748,UP West,false,1.56
120092,9126973951,Outgoing,2026-04-15 09:43:00,2345,9821490395,Mumbai,false,19.54
120093,9184651840,Incoming,2026-05-26 14:46:00,2324,9061212806,Maharashtra,false,19.37
120094,9114217757,Outgoing,2026-04-09 22:07:00,101,9614483616,Andhra Pradesh,false,0.84
120095,9133706007,Incoming,2025-10-10 17:43:00,1583,9412028031,Andhra Pradesh,false,13.19
120096,9341956658,Outgoing,2025-12-05 00:42:00,3268,9770833235,West Bengal,false,27.23
120097,9900201809,Outgoing,2026-07-16 12:27:00,963,9459687858,West Bengal,false,8.03
120098,9066393064,Outgoing,2026-05-07 22:40:00,2018,9568689382,Assam,false,16.82
120099,9791762622,Outgoing,2025-12-12 22:30:00,3248,9782390064,Gujarat,false,27.07
120100,9029344093,Outgoing,2026-07-13 13:39:00,3488,9778721551,West Bengal,false,29.07
120101,9206058251,Outgoing,2026-01-27 14:42:00,697,9821653555,Kerala,false,5.81
120102,9492238773,Incoming,2026-04-23 01:10:00,1363,9346344849,UP West,false,11.36
120103,9697913561,Outgoing,2026-04-10 13:14:00,990,9656701006,UP East,false,8.25
120104,9603381916,Outgoing,2025-08-23 08:08:00,1331,9924039619,Chennai,false,11.09
120105,9858537522,Incoming,2026-04-23 00:27:00,1905,9332185537,Haryana,false,15.88
120106,9887512422,Incoming,2026-07-03 13:59:00,1998,9350331807,Maharashtra,false,16.65
120107,9900785731,Incoming,2025-08-10 19:37:00,2906,,Kolkata,false,24.22
120108,9240528424,Outgoing,2026-07-29 21:35:00,2963,9746640394,Kolkata,false,24.69
120109,9784369393,Incoming,2026-04-30 19:48:00,1656,9827284871,Andhra Pradesh,false,13.80
120110,9729483133,Outgoing,2025-12-09 07:58:00,1696,9610048563,Delhi,false,14.13
120111,9072131475,Outgoing,2026-01-18 17:31:00,2876,9114759813,Delhi,false,23.97
120112,9798258896,Incoming,2026-04-16 10:20:00,2060,9915323908,Mumbai,false,17.17
120113,9812450030,Outgoing,2026-05-26 23:42:00,820,9373597801,Chennai,false,6.83
120114,9403329225,Outgoing,2025-11-09 21:38:00,2371,9129656577,Delhi,false,19.76
120115,9985210421,Outgoing,2025-11-29 06:40:00,22,9339634659,UP East,false,0.18
120116,9524712013,Incoming,2026-06-17 08:02:00,1318,9319295201,Odisha,false,10.98
120117,9841198966,Outgoing,2025-09-02 17:14:00,53,9741695592,Haryana,false,0.44
120118,9839192936,Outgoing,2025-09-17 17:49:00,90,9465179100,West Bengal,false,0.75
120119,9548617618,Outgoing,2025-09-03 14:25:00,2276,9908925990,UP East,false,18.97
120120,9922134619,Outgoing,2025-12-01 13:03:00,723,9678283390,Haryana,false,6.03
120121,9608399385,Outgoing,2025-08-18 01:35:00,1204,9187316063,Kolkata,false,10.03
120122,9301619244,Outgoing,2025-10-19 02:43:00,1610,9624494538,Maharashtra,false,13.42
120123,9736724803,Incoming,2026-02-04 23:12:00,2715,9232233025,Tamil Nadu,false,22.62
120124,9356224399,Outgoing,2025-09-04 19:37:00,3097,9401879454,Kolkata,false,25.81
120125,9865934381,Outgoing,2026-06-16 12:06:00,3111,9658056089,Gujarat,false,25.93
120126,9616735243,Incoming,2026-04-12 21:31:00,1115,9545111208,Rajasthan,false,9.29
120127,9310976491,Outgoing,2026-06-27 05:31:00,2165,9505893617,Haryana,false,18.04
120128,9542948658,Incoming,2026-02-01 00:43:00,3248,9716091254,Odisha,false,27.07
120129,9521895779,Outgoing,2026-06-23 13:44:00,3409,9904464900,Karnataka,false,28.41
120130,9545979618,Outgoing,2025-10-25 14:31:00,146,9614256076,Gujarat,false,1.22
120131,9468913991,Incoming,2025-12-24 04:20:00,2835,9444695995,Rajasthan,false,23.62
120132,9209238094,Incoming,2025-12-04 06:13:00,2891,9104425091,Assam,true,24.09
120133,9030212975,Incoming,2025-10-28 02:38:00,977,9773254753,Delhi,false,8.14
120134,9355413214,Outgoing,2026-03-01 06:42:00,2083,9671388649,Karnataka,true,17.36
120135,9592373798,Incoming,2025-12-04 15:11:00,515,9199165101,Andhra Pradesh,false,4.29
120136,9320578433,Outgoing,2025-12-26 06:15:00,2865,9711635050,Odisha,false,23.88
120137,9236504333,Outgoing,2025-12-17 11:21:00,863,9460499989,Maharashtra,false,7.19
120138,9037323874,Incoming,2025-11-24 06:55:00,1669,9653115828,Andhra Pradesh,false,13.91
120139,9319295201,Outgoing,2026-04-09 05:35:00,1367,9431640300,Kolkata,false,11.39
120140,9758412604,Incoming,2026-01-26 18:30:00,2096,9283416454,Bihar,false,17.47
120141,9037323874,Outgoing,2025-11-22 03:24:00,1998,9060279524,Andhra Pradesh,false,16.65
120142,9378084252,Outgoing,2025-09-01 02:07:00,327,9779978154,Tamil Nadu,false,2.73
120143,9045818325,Incoming,2026-02-12 05:51:00,1376,9082845649,Andhra Pradesh,false,11.47
120144,9810572739,Incoming,2026-07-31 10:12:00,647,9567082556,MP,false,5.39
120145,9459687858,Outgoing,2025-11-01 13:59:00,94,9083677629,Odisha,false,0.78
120146,9593148535,Outgoing,2025-12-27 17:21:00,622,9804383400,Tamil Nadu,false,5.18
120147,9925257820,Incoming,2026-04-11 17:08:00,942,9477728139,Rajasthan,false,7.85
120148,9250376333,Incoming,2026-05-19 20:18:00,971,9650566117,UP West,false,8.09
120149,9641590162,Incoming,2026-07-26 05:37:00,1615,9612926908,Gujarat,false,13.46
120150,9334080446,Incoming,2025-08-31 21:53:00,1789,9882559367,Rajasthan,false,14.91
120151,9524712013,Outgoing,2026-02-05 05:28:00,2944,9623304410,Odisha,true,24.53
120152,9982365921,Outgoing,2026-04-11 15:08:00,393,9623666135,Kolkata,false,3.27
120153,9711559117,Outgoing,2025-09-27 05:39:00,1246,9259087799,Delhi,false,10.38
120154,9864830782,Outgoing,2026-05-10 05:36:00,791,9710275623,Odisha,false,6.59
120155,9300033618,Outgoing,2026-02-18 21:16:00,2066,9309308363,Assam,false,17.22
120156,9053069055,Incoming,2025-11-22 17:13:00,983,9981340400,Gujarat,false,8.19
120157,9503335139,Incoming,2026-05-05 23:47:00,3355,9107589329,MP,false,27.96
120158,9291962099,Outgoing,2026-06-07 13:08:00,335,9054093769,Maharashtra,false,2.79
120159,9711304849,Outgoing,2025-12-04 15:49:00,3577,9400994219,Chennai,false,29.81
120160,9943606523,Outgoing,2026-01-31 19:50:00,1272,9697512853,Chennai,false,10.60
120161,9449516645,Outgoing,2026-01-05 13:39:00,178,9407183186,Rajasthan,false,1.48
120162,9933786876,Incoming,2026-08-06 03:14:00,436,9996027488,MP,false,3.63
120163,9437201389,Outgoing,2025-09-12 23:24:00,2526,9134947253,Rajasthan,false,21.05
120164,9786128893,Incoming,2026-02-15 00:55:00,2424,9316641127,Delhi,false,20.20
120165,9395082068,Outgoing,2026-04-09 01:16:00,1810,9977358205,Maharashtra,false,15.08
120166,9208654490,Incoming,2025-08-15 03:13:00,1848,9839182337,Bihar,false,15.40
120167,9789114780,Incoming,2025-12-03 05:12:00,2120,9194284817,Bihar,false,17.67
120168,9581731174,Incoming,2026-01-17 04:18:00,442,9167460172,MP,false,3.68
120169,9176460828,Outgoing,2025-10-14 12:42:00,445,9064836134,UP East,false,3.71
120170,9279578771,Incoming,2026-07-30 17:24:00,1479,9000780354,Mumbai,false,12.32
120171,9614422892,Incoming,2025-09-15 10:46:00,2529,9387079174,Karnataka,false,21.07
120172,9147450389,Outgoing,2025-10-21 10:44:00,1076,9763566478,Odisha,false,8.97
120173,9538996963,Incoming,2026-01-06 15:21:00,2916,9275111806,Kolkata,false,24.30
120174,9622843019,Outgoing,2026-06-21 23:28:00,2561,9612926908,Assam,false,21.34
120175,9804816533,Incoming,2025-08-15 16:23:00,1172,9906871524,Assam,false,9.77
120176,9236406566,Incoming,2025-12-09 05:59:00,3195,9880356285,Punjab,false,26.62
120177,9645836279,Outgoing,2026-07-23 21:09:00,107,9904667284,Mumbai,false,0.89
120178,9184651840,Outgoing,2026-05-11 15:19:00,199,9742370033,Maharashtra,false,1.66
120179,9303404257,Outgoing,2026-01-28 04:29:00,283,9046934124,Odisha,false,2.36
120180,9242778489,Incoming,2025-09-26 02:17:00,1229,9248682153,UP East,false,10.24
120181,9604049518,Incoming,2025-08-13 16:02:00,279,9014590644,Assam,false,2.33
120182,9478093902,Outgoing,2025-11-28 18:43:00,2420,9701765990,UP West,false,20.17
120183,9096455686,Outgoing,2025-09-19 09:10:00,209,9632466340,Delhi,false,1.74
120184,9896366912,Incoming,2026-01-17 18:15:00,2642,9340595040,Rajasthan,false,22.02
120185,9978560726,Outgoing,2026-05-09 21:00:00,817,9431187970,Rajasthan,false,6.81
120186,9288974991,Outgoing,2026-05-15 19:56:00,971,9686340799,UP East,false,8.09
120187,9444695995,Outgoing,2025-11-09 08:55:00,112,9381435728,Rajasthan,false,0.93
120188,9916279696,Incoming,2025-12-30 20:18:00,2622,9044499263,Odisha,false,21.85
120189,9148791684,Outgoing,2026-05-04 09:03:00,3077,9095714699,Mumbai,false,25.64
120190,9505659495,Incoming,2026-04-17 22:23:00,111,9372545972,MP,false,0.93
120191,9403851673,Incoming,2026-07-15 12:18:00,216,9061212806,Punjab,false,1.80
120192,9784734680,Outgoing,2025-08-27 19:12:00,15,9675186493,Assam,false,0.12
120193,9735981530,Incoming,2025-08-25 05:10:00,455,9390331285,MP,false,3.79
120194,9014590644,Outgoing,2026-02-22 19:40:00,194,9930876997,Andhra Pradesh,false,1.62
120195,9931149828,Incoming,2026-01-28 11:30:00,904,9316729329,Maharashtra,false,7.53
120196,9506592288,Incoming,2026-07-23 22:46:00,131,9662330633,Haryana,false,1.09
120197,9173360980,Outgoing,2026-07-01 19:08:00,3489,9772590440,Punjab,false,29.07
120198,9190709640,Incoming,2026-01-03 01:17:00,1060,9112030342,Mumbai,false,8.83
120199,9119515529,Incoming,2025-10-15 15:54:00,1428,9005140457,Andhra Pradesh,false,11.90
120200,9341257393,Incoming,2026-07-27 01:16:00,1212,9163121700,Rajasthan,false,10.10
120201,9429368734,Outgoing,2025-11-06 13:18:00,2646,9596576052,Andhra Pradesh,false,22.05
120202,9009488118,Outgoing,2026-06-20 21:26:00,1915,9612267016,Tamil Nadu,false,15.96
120203,9294943670,Outgoing,2026-03-03 06:25:00,2709,9925020665,UP West,true,22.57
120204,9168248942,Incoming,2025-09-02 15:50:00,3055,9377309012,Haryana,false,25.46
120205,9425709568,Incoming,2025-12-17 10:22:00,905,9738777859,Tamil Nadu,false,7.54
120206,9945438284,Outgoing,2026-04-10 17:45:00,1884,9134124999,Kerala,true,15.70
120207,9277826289,Outgoing,2026-01-08 18:54:00,3493,9301619244,Kolkata,false,29.11
120208,9761991359,Outgoing,2026-04-01 19:18:00,3596,9340595040,Rajasthan,false,29.97
120209,9293613492,Incoming,2025-12-17 05:48:00,2204,9839182337,Tamil Nadu,false,18.37
120210,9108676030,Outgoing,2025-10-13 13:20:00,1275,9862651057,Haryana,false,10.62
120211,9260090340,Outgoing,2026-08-04 11:30:00,1414,9086985638,Delhi,false,11.78
120212,9821490395,Outgoing,2026-08-06 20:39:00,126,9754125757,Gujarat,false,1.05
120213,9224390869,Outgoing,2026-04-24 15:45:00,2502,9262534628,Chennai,false,20.85
120214,9248883849,Incoming,2025-12-22 10:44:00,1698,9101414184,UP East,false,14.15
120215,9237705747,Incoming,2025-09-24 15:17:00,3312,9641102470,West Bengal,false,27.60
120216,9436051192,Outgoing,2025-08-16 22:49:00,3104,9013933929,Andhra Pradesh,false,25.87
120217,9706826673,Outgoing,2026-05-04 18:12:00,1367,9904464900,Kolkata,false,11.39
120218,9072334986,Outgoing,2026-01-26 09:07:00,883,9483401426,West Bengal,false,7.36
120219,9691364042,Incoming,2026-01-28 19:09:00,3451,9242389306,Maharashtra,false,28.76
120220,9079626966,Outgoing,2025-09-11 14:47:00,1427,9417746214,Maharashtra,false,11.89
120221,9812576347,Incoming,2026-03-21 11:21:00,1073,9858307133,Mumbai,false,8.94
120222,9858537522,Outgoing,2026-02-20 21:10:00,732,9367476675,Haryana,false,6.10
120223,9686984591,Outgoing,2025-12-28 01:23:00,2802,9307616997,UP East,false,23.35
120224,9892959600,Outgoing,2026-07-08 08:28:00,2078,9614256076,UP West,false,17.32
120225,9273518405,Incoming,2025-09-03 00:04:00,614,9924039619,Haryana,false,5.12
120226,9369337271,Outgoing,2026-04-27 22:19:00,147,9913675449,Kerala,false,1.23
120227,9600869805,Incoming,2025-12-10 19:57:00,1508,9259460539,Chennai,false,12.57
120228,9987867347,Outgoing,2026-07-10 19:35:00,578,9516654475,UP East,false,4.82
120229,9026522693,Incoming,2026-02-08 11:51:00,3407,9308216567,Karnataka,false,28.39
120230,9563395473,Incoming,2026-05-30 07:21:00,3140,9282426979,Rajasthan,false,26.17
120231,9745363648,Incoming,2026-04-29 22:13:00,1668,9987962847,Mumbai,false,13.90
120232,9356264430,Outgoing,2026-03-14 14:06:00,2069,9413982250,Tamil Nadu,false,17.24
120233,9027799141,Incoming,2026-01-23 21:39:00,1883,9304916653,Karnataka,false,15.69
120234,9968039419,Incoming,2025-11-24 07:15:00,1819,9454715894,Kolkata,false,15.16
120235,9857601735,Outgoing,2026-05-10 16:04:00,1725,9460440138,Delhi,false,14.38
120236,9579938094,Incoming,2025-11-20 18:51:00,3263,9574159426,Gujarat,true,27.19
120237,9025017273,Outgoing,2026-01-02 21:22:00,1712,9563395473,Tamil Nadu,false,14.27
120238,9017498386,Incoming,2026-06-29 19:06:00,3427,9496963502,Karnataka,false,28.56
120239,9491534581,Outgoing,2026-05-25 05:08:00,2741,9074557127,Mumbai,false,22.84
120240,9884280551,Incoming,2025-08-21 05:49:00,2048,9145047843,Bihar,false,17.07
120241,9608399385,Outgoing,2026-05-19 05:24:00,1634,9308264635,Kolkata,false,13.62
120242,9426362705,Outgoing,2025-09-21 01:06:00,2926,9322719953,Bihar,false,24.38
120243,9355749693,Outgoing,2025-12-06 09:35:00,2228,9448401668,Andhra Pradesh,false,18.57
120244,9353531213,Outgoing,2026-04-05 16:27:00,1507,9839192936,Odisha,false,12.56
120245,9141147611,Incoming,2026-03-19 18:06:00,552,9455033418,Kolkata,false,4.60
120246,9263929473,Outgoing,2025-11-28 14:40:00,795,9793693760,Mumbai,false,6.62
120247,9623666135,Outgoing,2026-03-17 15:44:00,3548,9943945568,Mumbai,false,29.57
120248,9911426376,Outgoing,2026-05-16 18:28:00,2998,9814703362,UP West,false,24.98
120249,9795544732,Incoming,2026-04-06 06:14:00,2418,9749321705,Punjab,false,20.15
120250,9867842317,Outgoing,2026-03-11 04:20:00,1572,9472560051,Karnataka,false,13.10
120251,9313231210,Outgoing,2026-06-13 01:28:00,1080,9817708292,Andhra Pradesh,false,9.00
120252,9436276620,Outgoing,2026-05-19 06:27:00,2168,9356264430,Kolkata,false,18.07
120253,9881295136,Incoming,2025-12-10 01:59:00,2100,9710275623,Punjab,false,17.50
120254,9702967027,Incoming,2026-08-05 01:08:00,191,9316641127,Haryana,false,1.59
120255,9966445815,Outgoing,2026-01-28 23:55:00,2940,9746640394,UP West,false,24.50
120256,9275239680,Outgoing,2025-08-24 19:37:00,325,9431640300,Assam,false,2.71
120257,9942631623,Incoming,2026-07-08 07:32:00,202,9804383400,Andhra Pradesh,false,1.68
120258,9141692778,Outgoing,2026-03-28 22:34:00,3075,9571937361,UP West,false,25.62
120259,9181233002,Outgoing,2025-12-05 01:14:00,924,9784533955,MP,false,7.70
120260,9148653508,Outgoing,2025-11-11 14:58:00,2379,9626067519,Mumbai,false,19.82
120261,9943606523,Outgoing,2026-05-20 17:54:00,3128,9269473610,Chennai,false,26.07
120262,9601239809,Incoming,2025-11-15 03:23:00,2328,9537845032,West Bengal,false,19.40
120263,9112084428,Outgoing,2026-02-13 18:48:00,2999,9501146896,UP West,false,24.99
120264,9996027488,Incoming,2026-02-27 04:07:00,21,9459437746,Andhra Pradesh,false,0.17
120265,9355570955,Outgoing,2026-08-06 09:20:00,2173,9957020920,Mumbai,false,18.11
120266,9890977992,Outgoing,2025-11-13 09:08:00,2740,9650125733,Mumbai,false,22.83
120267,9760924830,Incoming,2025-11-06 18:01:00,1222,9483401426,Assam,false,10.18
120268,9711304849,Incoming,2025-10-21 13:33:00,1576,9818603288,Chennai,false,13.13
120269,9775636869,Outgoing,2026-02-19 18:47:00,1714,9106431298,Haryana,false,14.28
120270,9686640704,Incoming,2026-06-06 08:27:00,14,9583261859,Bihar,false,0.12
120271,9734389859,Outgoing,2025-08-17 22:38:00,2785,9612229971,Punjab,false,23.21
120272,9719827192,Outgoing,2026-03-29 20:08:00,235,9911426376,Maharashtra,false,1.96
120273,9251910492,Incoming,2026-02-21 06:58:00,1444,9920546342,Kerala,false,12.03
120274,9228254626,Outgoing,2026-05-10 00:39:00,1651,9740267113,Haryana,false,13.76
120275,9495356155,Outgoing,2026-07-01 06:20:00,1756,9474495323,Bihar,false,14.63
120276,9212086862,Incoming,2026-05-12 14:39:00,2758,9086734425,Andhra Pradesh,false,22.98
120277,9623817159,Outgoing,2026-02-05 00:05:00,1593,9151458672,Haryana,false,13.28
120278,9096448649,Outgoing,2026-07-17 16:14:00,2626,9491810458,MP,false,21.88
120279,9087797012,Outgoing,2026-06-07 07:21:00,81,9926097351,Punjab,true,0.68
120280,9370869533,Incoming,2026-08-05 12:49:00,2138,9447148769,Gujarat,false,17.82
120281,9222670368,Outgoing,2026-01-25 06:33:00,3081,9628422431,West Bengal,false,25.68
120282,9665891208,Incoming,2025-09-28 22:17:00,525,9203205842,MP,false,4.38
120283,9623817159,Incoming,2026-02-28 14:03:00,2203,9148791684,Haryana,false,18.36
120284,9633487067,Outgoing,2026-01-11 01:27:00,2515,9448815190,Mumbai,false,20.96
120285,9036029635,Outgoing,2025-11-02 15:13:00,3221,9460499989,Tamil Nadu,false,26.84
120286,9456057502,Outgoing,2026-06-19 00:17:00,451,9585777720,MP,false,3.76
120287,9319295201,Incoming,2026-02-18 23:16:00,2033,9030212975,Kolkata,false,16.94
120288,9744493163,Outgoing,2026-06-21 17:01:00,1256,9321284528,Tamil Nadu,false,10.47
120289,9706989348,Incoming,2026-02-07 12:06:00,1464,9339634659,Bihar,false,12.20
120290,9840608577,Outgoing,2025-12-21 17:03:00,2543,9452736120,UP East,false,21.19
120291,9328879965,Incoming,2025-11-22 21:26:00,2607,9923876716,Maharashtra,false,21.73
120292,9038261701,Outgoing,2025-10-03 06:13:00,1051,9631457717,Haryana,false,8.76
120293,9097455664,Incoming,2026-03-21 03:27:00,3502,9796524099,Assam,false,29.18
120294,9181233002,Outgoing,2025-09-05 17:27:00,3531,9398809993,MP,false,29.43
120295,9243928104,Outgoing,2025-08-31 22:21:00,1044,,UP West,false,8.70
120296,9226140523,Incoming,2025-11-03 18:56:00,80,9153954593,Maharashtra,false,0.67
120297,9300890484,Incoming,2025-12-05 21:34:00,451,9269473610,Punjab,false,3.76
120298,9158490724,Outgoing,2026-04-21 16:09:00,1014,9836552200,Bihar,false,8.45
120299,9784734680,Outgoing,2026-03-19 06:00:00,512,9594538015,Assam,false,4.27
120300,9533729628,Incoming,2025-09-01 22:20:00,81,9810572739,MP,false,0.68
120301,9456227804,Incoming,2026-01-01 15:40:00,2002,9651730485,Kerala,false,16.68
120302,9199165101,Outgoing,2025-11-26 21:41:00,3047,9695526600,Assam,false,25.39
