recharge_id,msisdn,amount,plan_id,channel,timestamp,status,balance_after
4043,9713975976,678.19,2015,Bank Portal,2026-05-08 11:51:00,SUCCESS,723.67
4044,9491810458,835.70,2022,App,2025-12-27 03:25:00,SUCCESS,974.69
4045,9516681609,649.00,2019,,2026-04-17 03:57:00,REFUNDED,149.83
4046,9148065394,89.14,2012,USSD,2026-01-25 22:54:00,SUCCESS,91.60
4047,9562677058,899.00,2016,App,2026-05-09 20:43:00,SUCCESS,945.27
4048,9254265243,899.00,2016,Retailer,2025-08-20 22:28:00,SUCCESS,1050.44
4049,9460112861,499.00,2001,Online,2026-02-05 19:56:00,SUCCESS,539.83
4050,9356264430,99.00,2023,USSD,2026-06-27 11:14:00,SUCCESS,145.65
4051,9744056667,799.00,2005,USSD,2025-08-16 00:37:00,FAILED,27.72
4052,9074096260,179.00,2008,USSD,2026-03-05 21:02:00,SUCCESS,251.21
4053,9452736120,949.00,2013,App,2026-08-03 14:55:00,SUCCESS,1057.12
4054,9585845616,633.06,2014,Online,2025-11-13 17:43:00,SUCCESS,638.30
4055,9444059476,2999.00,2025,Online,2026-04-30 12:53:00,PENDING,2.21
4056,9283416454,199.00,2011,Online,2025-12-16 09:21:00,SUCCESS,222.40
4057,9461000693,394.72,2006,Bank Portal,2025-09-13 21:07:00,SUCCESS,581.07
4058,9601204325,899.00,2016,USSD,2025-08-16 04:15:00,SUCCESS,975.37
4059,9261183658,899.00,2018,USSD,2025-12-07 19:58:00,SUCCESS,1039.64
4060,9303281850,699.00,2021,USSD,2026-07-09 22:32:00,SUCCESS,830.25
4061,9102989885,179.00,2012,Bank Portal,2026-06-23 13:34:00,SUCCESS,355.66
4062,9196472126,954.27,2001,USSD,2025-10-23 04:10:00,SUCCESS,1018.78
4063,9181045136,199.00,2011,Retailer,2026-01-02 19:41:00,SUCCESS,356.89
4064,9976082062,949.00,2013,USSD,2026-07-01 11:11:00,SUCCESS,1120.24
4065,9547850454,679.58,2022,USSD,2026-04-17 00:15:00,PENDING,158.81
4066,9319295201,479.00,2024,USSD,2025-09-18 11:05:00,SUCCESS,543.83
4067,9833739256,623.55,2018,Retailer,2025-11-25 14:30:00,SUCCESS,749.95
4068,9448401668,899.00,2018,App,2026-01-21 23:18:00,FAILED,173.36
4069,9479521121,649.00,2019,Online,2025-09-24 12:29:00,SUCCESS,707.75
4070,9184651840,499.00,2001,App,2025-08-26 14:21:00,SUCCESS,528.40
4071,9966445815,730.54,2010,App,2025-09-07 15:42:00,SUCCESS,804.23
4072,9133706007,149.00,2002,Retailer,2026-02-12 18:39:00,SUCCESS,294.79
4073,9703879517,239.00,2017,USSD,2026-05-03 08:57:00,SUCCESS,399.83
4074,9263974247,239.00,2017,USSD,2026-07-20 18:30:00,SUCCESS,351.57
4075,9528445430,479.00,2024,Retailer,2025-12-27 20:46:00,SUCCESS,563.15
4076,9826607330,699.00,2021,Bank Portal,2025-11-04 09:39:00,FAILED,62.91
4077,9234857417,399.00,2006,USSD,2026-07-24 00:09:00,SUCCESS,481.04
4078,9460440138,653.06,2008,App,2026-04-10 02:30:00,SUCCESS,689.75
4079,9860642466,2999.00,2025,USSD,2026-04-26 20:27:00,SUCCESS,3195.78
4080,9220735426,399.00,2007,App,2026-07-16 19:16:00,SUCCESS,585.71
4081,9356702006,199.00,2004,USSD,2026-04-27 03:18:00,SUCCESS,397.81
4082,9344975865,649.00,2019,USSD,2025-12-09 19:04:00,SUCCESS,735.31
4083,9880356285,179.00,2009,App,2026-03-08 15:51:00,SUCCESS,357.92
4084,9742455446,179.00,2009,Retailer,2026-07-15 07:40:00,SUCCESS,232.48
4085,9005893517,523.64,2003,Online,2026-06-03 03:03:00,PENDING,132.09
4086,9649997188,239.00,2017,Online,2025-11-02 07:25:00,SUCCESS,435.65
4087,9729501750,949.00,2010,USSD,2025-09-24 22:26:00,SUCCESS,1146.01
4088,9096455686,249.00,2014,USSD,2026-06-28 00:45:00,SUCCESS,381.97
4089,9302722320,529.29,2009,App,2025-11-02 07:37:00,REFUNDED,72.40
4090,9209238094,99.00,2023,Bank Portal,2026-03-08 14:56:00,SUCCESS,162.91
4091,9684474610,899.00,2018,Bank Portal,2025-09-19 17:26:00,SUCCESS,948.53
4092,9672939857,481.83,2012,App,2026-04-29 09:26:00,SUCCESS,615.64
4093,9908822016,799.00,2005,App,2026-04-29 06:59:00,SUCCESS,855.43
4094,9954195582,849.00,2022,Bank Portal,2025-08-28 16:12:00,SUCCESS,984.54
4095,9043878021,399.00,2006,USSD,2025-10-10 06:58:00,SUCCESS,447.37
4096,9913235075,381.39,2001,,2025-12-11 05:46:00,PENDING,182.28
4097,9370121582,249.00,2014,Bank Portal,2025-09-18 04:13:00,SUCCESS,428.15
4098,9406287036,949.00,2013,Retailer,2025-08-09 04:52:00,SUCCESS,1073.56
4099,9113915658,199.00,2004,Retailer,2025-11-12 17:29:00,SUCCESS,297.72
4100,9485845898,149.00,2003,App,2025-12-11 20:55:00,SUCCESS,307.66
4101,9586461558,864.27,2016,Online,2025-12-10 00:00:00,SUCCESS,994.98
4102,9201298375,499.00,2001,Bank Portal,2026-05-16 12:28:00,SUCCESS,567.40
4103,9113352689,149.00,2003,Bank Portal,2026-05-21 13:59:00,SUCCESS,213.96
4104,9973494914,649.00,2019,App,2026-05-11 08:49:00,FAILED,6.64
4105,9679711118,2999.00,2025,App,2025-10-07 15:20:00,FAILED,112.25
4106,9188707264,699.00,2021,Bank Portal,2026-07-27 22:39:00,SUCCESS,807.88
4107,9369337271,199.00,2011,Bank Portal,2026-06-02 18:10:00,SUCCESS,385.73
4108,9679413933,16.44,2015,USSD,2026-02-27 01:18:00,SUCCESS,120.11
4109,9963281918,69.42,2015,App,2026-03-05 13:06:00,SUCCESS,89.15
4110,9106431298,949.00,2010,App,2026-08-06 22:07:00,SUCCESS,1052.46
4111,9710275623,199.00,2011,Retailer,2025-12-26 22:32:00,SUCCESS,285.59
4112,9502424314,949.00,2013,Retailer,2025-09-12 03:20:00,FAILED,104.91
4113,9631457717,149.00,2002,USSD,2026-04-19 19:50:00,SUCCESS,185.70
4114,9773254753,239.00,2017,Retailer,2026-07-01 03:47:00,SUCCESS,269.01
4115,9065775470,199.00,2011,,2026-06-30 15:27:00,SUCCESS,253.06
4116,9283317877,179.00,2012,USSD,2026-02-10 15:09:00,FAILED,163.61
4117,9573406557,899.00,2018,App,2026-01-29 04:29:00,SUCCESS,972.38
4118,9720507464,849.00,2022,Retailer,2025-11-18 18:34:00,SUCCESS,1010.02
4119,9645836279,149.00,2002,Bank Portal,2026-07-10 11:21:00,SUCCESS,199.33
4120,9678650673,399.00,2007,Retailer,2026-03-10 08:58:00,REFUNDED,84.78
4121,9280025769,199.00,2011,Retailer,2025-09-16 21:12:00,SUCCESS,355.97
4122,9091949746,399.00,2007,USSD,2026-04-27 04:37:00,SUCCESS,498.53
4123,9310976491,849.00,2015,Retailer,2026-01-20 17:06:00,SUCCESS,991.48
4124,9074096260,899.00,2016,Retailer,2025-10-09 03:14:00,SUCCESS,1150.21
4125,9032536933,899.00,2016,Bank Portal,2025-12-27 02:01:00,SUCCESS,952.24
4126,9719827192,899.00,2018,USSD,2026-04-18 18:26:00,SUCCESS,1078.54
4127,9435235529,306.49,2018,App,2025-08-18 22:04:00,SUCCESS,471.93
4128,9807652232,699.00,2021,USSD,2026-01-24 00:49:00,SUCCESS,722.57
4129,9663502880,899.00,2018,App,2026-01-13 07:56:00,SUCCESS,1067.09
4130,9710323285,99.00,2023,,2026-01-05 05:46:00,SUCCESS,179.07
4131,9316479699,899.00,2016,App,2026-06-28 02:35:00,SUCCESS,1029.66
4132,9129656577,179.00,2008,Retailer,2026-05-01 15:53:00,SUCCESS,189.84
4133,9720814920,249.00,2014,App,2026-07-17 23:36:00,SUCCESS,301.86
4134,9129360373,399.00,2007,Retailer,2026-05-27 19:11:00,SUCCESS,463.44
4135,9182374891,149.00,2002,Bank Portal,2026-01-16 07:31:00,SUCCESS,298.52
4136,9334600602,399.00,2006,Retailer,2025-11-25 18:26:00,SUCCESS,448.78
4137,9962850362,219.09,2016,Online,2026-06-24 18:21:00,SUCCESS,252.73
4138,9466472070,199.00,2011,Retailer,2025-08-12 02:45:00,SUCCESS,363.84
4139,9181222607,192.52,2011,Bank Portal,2026-08-06 14:35:00,SUCCESS,313.60
4140,9904117280,149.00,2003,Retailer,2025-10-03 01:06:00,SUCCESS,1186.68
4141,9098217330,249.00,2014,Retailer,2025-12-08 15:52:00,SUCCESS,282.72
4142,9793693760,239.00,2017,Retailer,2026-05-07 16:39:00,SUCCESS,363.93
4143,9708459887,2999.00,2025,,2026-01-04 21:22:00,SUCCESS,3090.86
4144,9784734680,886.69,2012,Retailer,2026-05-20 04:02:00,SUCCESS,993.39
4145,9341956658,179.00,2012,Online,2025-10-26 06:57:00,SUCCESS,342.46
4146,9328879965,837.75,2009,App,2026-02-05 21:15:00,SUCCESS,936.79
4147,9277826289,104.84,2022,Online,2025-11-09 14:34:00,SUCCESS,302.70
4148,9114353759,949.00,2013,Bank Portal,2026-06-24 22:16:00,SUCCESS,1107.52
4149,9731762453,479.00,2024,Bank Portal,2026-02-04 06:18:00,SUCCESS,674.67
4150,9496963502,949.00,2010,Online,2026-06-05 14:04:00,FAILED,27.63
4151,9141509800,849.00,2015,USSD,2026-01-06 22:52:00,SUCCESS,889.05
4152,9294943670,199.00,2011,App,2026-05-23 01:17:00,SUCCESS,217.73
4153,9079626966,899.00,2018,Online,2026-01-26 21:14:00,SUCCESS,1080.67
4154,9203205842,149.00,2002,App,2025-09-24 21:52:00,SUCCESS,322.77
4155,9691727530,430.20,2013,App,2026-04-24 01:55:00,SUCCESS,536.47
4156,9622843019,179.00,2008,Online,2026-04-02 08:58:00,SUCCESS,204.14
4157,9908680706,249.00,2014,USSD,2025-08-30 15:37:00,SUCCESS,432.37
4158,9870804539,479.00,2024,Retailer,2026-07-26 16:01:00,SUCCESS,670.55
4159,9188458452,249.00,2014,Retailer,2025-11-20 18:10:00,SUCCESS,404.95
4160,9785090735,849.00,2022,App,2026-03-03 19:42:00,SUCCESS,881.05
4161,9191889111,849.00,2015,App,2026-01-06 16:59:00,SUCCESS,960.53
4162,9181045136,179.00,2008,Online,2025-11-09 07:04:00,SUCCESS,535.89
4163,9592373798,631.57,2023,USSD,2026-01-17 15:13:00,SUCCESS,638.32
4164,9240528424,149.00,2003,,2026-05-17 08:39:00,SUCCESS,341.62
4165,9356224399,199.00,2004,Retailer,2026-08-08 18:00:00,SUCCESS,251.03
4166,9310976491,640.84,2014,Online,2026-03-09 06:53:00,SUCCESS,1632.32
4167,9887512422,199.00,2004,Retailer,2026-01-16 02:37:00,SUCCESS,320.07
4168,9984238513,699.00,2021,App,2025-10-15 10:13:00,SUCCESS,841.81
4169,9594823692,199.00,2011,Online,2026-07-27 13:13:00,SUCCESS,503.29
4170,9734092400,699.00,2021,USSD,2026-07-02 21:06:00,SUCCESS,783.45
4171,9903072949,456.97,2020,USSD,2025-09-25 07:06:00,FAILED,126.96
4172,9946399696,479.00,2024,App,2025-10-07 18:58:00,SUCCESS,611.41
4173,9880154142,744.06,2002,Retailer,2026-05-18 07:17:00,SUCCESS,811.82
4174,9207627540,949.00,2013,Online,2026-02-25 09:42:00,SUCCESS,1103.38
4175,9378947562,149.00,2002,USSD,2026-06-22 20:29:00,SUCCESS,231.55
4176,9335507529,399.00,2006,Bank Portal,2026-07-14 04:39:00,SUCCESS,465.39
4177,9362824218,499.00,2001,Retailer,2026-07-02 23:50:00,PENDING,7.80
4178,9012947379,907.56,2004,Bank Portal,2026-01-17 04:29:00,SUCCESS,978.02
4179,9589109415,149.00,2003,Online,2025-09-04 13:11:00,FAILED,69.52
4180,9671868299,479.00,2024,Retailer,2025-10-14 22:58:00,SUCCESS,516.30
4181,9331976937,499.00,2001,,2026-07-28 02:38:00,REFUNDED,21.29
4182,9119515529,860.91,2001,Online,2026-03-06 21:43:00,SUCCESS,922.50
4183,9109226005,799.00,2005,Retailer,2026-05-05 09:38:00,SUCCESS,979.68
4184,9533729628,899.00,2018,,2026-01-20 15:16:00,SUCCESS,926.89
4185,9025367205,149.00,2002,USSD,2025-08-21 21:08:00,SUCCESS,185.41
4186,9840608577,649.00,2019,USSD,2025-10-30 11:30:00,SUCCESS,782.39
4187,9843931461,649.00,2019,App,2026-07-05 03:25:00,REFUNDED,32.65
4188,9387079174,179.00,2009,App,2026-05-23 11:00:00,REFUNDED,57.86
4189,9908822016,899.00,2016,USSD,2026-01-22 00:36:00,SUCCESS,1754.43
4190,9843931461,149.00,2002,USSD,2025-10-06 06:12:00,SUCCESS,181.65
4191,9207627507,149.00,2002,Online,2025-12-05 23:41:00,FAILED,1.96
4192,9539790584,699.00,2021,Online,2025-11-22 22:16:00,SUCCESS,717.68
4193,9753947818,262.13,2005,Retailer,2026-02-08 11:15:00,SUCCESS,308.12
4194,9339920239,849.00,2022,Bank Portal,2026-05-22 14:17:00,SUCCESS,977.89
4195,9295612850,179.00,2008,App,2025-09-20 04:54:00,PENDING,167.47
4196,9407183186,757.78,2007,App,2025-11-04 11:19:00,SUCCESS,928.72
4197,9226140523,949.00,2010,Bank Portal,2025-12-11 09:41:00,SUCCESS,1145.10
4198,9678283390,699.00,2021,Bank Portal,2026-06-18 09:10:00,SUCCESS,1192.34
4199,9037911462,365.49,2002,Online,2026-03-14 02:34:00,SUCCESS,418.90
4200,9806192469,199.00,2011,App,2026-02-22 05:54:00,SUCCESS,215.61
4201,9994423776,649.00,2019,Bank Portal,2025-09-19 11:17:00,SUCCESS,847.37
4202,9452982688,149.00,2002,USSD,2025-12-01 23:38:00,FAILED,198.18
4203,9207299322,249.00,2014,Online,2026-03-17 08:31:00,SUCCESS,447.27
4204,9798260963,799.00,2005,Retailer,2026-02-07 03:53:00,SUCCESS,900.00
4205,9913675449,239.00,2017,Retailer,2026-03-22 16:49:00,SUCCESS,325.89
4206,9340595040,149.00,2003,USSD,2026-06-09 02:42:00,FAILED,41.91
4207,9537265562,399.00,2007,,2025-09-01 02:32:00,SUCCESS,487.59
4208,9183088032,799.00,2005,USSD,2025-11-07 12:25:00,PENDING,152.60
4209,9593562461,699.00,2021,App,2026-07-26 20:41:00,SUCCESS,851.83
4210,9959833017,199.00,2004,App,2026-04-05 06:32:00,FAILED,138.83
4211,9219531810,399.00,2007,Retailer,2026-03-03 09:56:00,SUCCESS,512.25
4212,9926518136,949.00,2010,USSD,2025-08-19 02:38:00,SUCCESS,950.40
4213,9951316861,399.00,2006,USSD,2026-03-30 12:33:00,SUCCESS,520.29
4214,9950067841,179.00,2012,App,2025-12-04 18:05:00,SUCCESS,264.15
4215,9950965101,299.00,2020,USSD,2026-02-14 10:08:00,SUCCESS,460.36
4216,9814703362,799.00,2005,Bank Portal,2026-04-10 05:48:00,PENDING,176.64
4217,9206610687,249.00,2014,Bank Portal,2026-03-08 08:04:00,SUCCESS,317.17
4218,9356836237,179.00,2009,App,2026-07-17 14:14:00,PENDING,11.87
4219,9814744697,179.00,2008,App,2026-03-21 08:48:00,SUCCESS,242.64
4220,9158781453,2999.00,2025,USSD,2025-09-25 13:10:00,SUCCESS,3188.04
4221,9102989885,949.00,2013,Online,2025-12-12 21:15:00,SUCCESS,1304.66
4222,9987962847,181.45,2018,App,2025-11-08 20:26:00,SUCCESS,303.08
4223,9570600612,949.00,2013,Retailer,2026-02-28 22:58:00,SUCCESS,1062.85
4224,9171781247,949.00,2013,USSD,2026-05-01 12:52:00,SUCCESS,1115.66
4225,9829595142,179.00,2008,Online,2026-08-03 09:25:00,REFUNDED,12.15
4226,9283921992,299.00,2020,Retailer,2025-09-17 21:48:00,SUCCESS,384.64
4227,9812450030,399.00,2006,Retailer,2026-02-19 20:48:00,SUCCESS,542.91
4228,9643945620,149.00,2003,Online,2026-07-29 15:44:00,SUCCESS,247.66
4229,9250376333,762.71,2010,App,2025-11-18 00:59:00,FAILED,190.60
4230,9357705612,243.74,2006,App,2026-02-10 01:12:00,SUCCESS,422.40
4231,9827014901,399.00,2007,Online,2025-10-09 03:12:00,FAILED,158.52
4232,9623304410,149.00,2003,Bank Portal,2026-03-12 02:48:00,REFUNDED,63.21
4233,9637449685,699.00,2021,App,2026-02-07 17:03:00,SUCCESS,799.29
4234,9168248942,702.62,2021,USSD,2026-05-09 11:40:00,SUCCESS,756.97
4235,9706526412,149.00,2003,App,2026-04-22 22:25:00,SUCCESS,276.95
4236,9526783920,99.00,2023,USSD,2026-02-28 19:40:00,SUCCESS,154.47
4237,9573295533,199.00,2011,Retailer,2026-07-03 15:21:00,SUCCESS,366.86
4238,9770833235,399.00,2006,Retailer,2026-02-21 23:35:00,SUCCESS,473.72
4239,9129226473,849.00,2022,USSD,2026-05-05 11:13:00,SUCCESS,886.61
4240,9342525005,239.00,2017,Online,2026-01-21 01:37:00,SUCCESS,242.79
4241,9579938094,239.00,2017,USSD,2026-04-23 18:17:00,SUCCESS,376.47
4242,9491534581,179.00,2008,Online,2026-07-29 10:56:00,SUCCESS,372.98
4243,9329607107,967.84,2015,Online,2025-12-21 20:46:00,SUCCESS,1013.81
4244,9850489326,899.00,2016,USSD,2025-11-18 12:42:00,SUCCESS,953.98
4245,9368392062,949.00,2013,Online,2026-06-25 21:04:00,SUCCESS,1086.01
4246,9601239809,199.00,2011,App,2025-12-05 01:52:00,SUCCESS,306.99
4247,9865185140,2999.00,2025,App,2025-08-25 15:11:00,SUCCESS,3178.80
4248,9863557208,899.00,2016,Online,2026-06-04 00:25:00,SUCCESS,1062.17
4249,9203205842,149.00,2002,Retailer,2026-04-11 18:38:00,SUCCESS,471.77
4250,9752611744,45.84,2008,Online,2025-11-02 09:08:00,SUCCESS,95.59
4251,9163121700,149.00,2002,USSD,2026-01-14 16:37:00,SUCCESS,282.46
4252,9421861171,399.00,2006,Online,2026-04-24 19:57:00,FAILED,11.52
4253,9612196177,149.00,2002,,2026-05-15 11:50:00,SUCCESS,208.23
4254,9146794714,399.00,2007,Bank Portal,2026-04-17 11:06:00,SUCCESS,525.62
4255,9136802588,149.00,2003,Retailer,2026-01-06 11:13:00,SUCCESS,186.86
4256,9897468864,207.13,2010,Retailer,2026-06-16 14:33:00,SUCCESS,394.57
4257,9524712013,699.00,2021,Online,2026-07-10 18:00:00,SUCCESS,704.29
4258,9086091750,728.85,2010,,2026-04-10 03:08:00,SUCCESS,913.58
4259,9790798596,668.77,2016,USSD,2026-07-22 21:38:00,SUCCESS,747.48
4260,9887348561,616.98,2007,App,2026-08-07 08:20:00,SUCCESS,802.59
4261,9230345583,249.00,2014,USSD,2025-09-06 16:56:00,SUCCESS,296.44
4262,9263929473,399.00,2006,Bank Portal,2025-12-11 16:18:00,SUCCESS,460.53
4263,9926097351,499.00,2001,App,2025-08-31 03:12:00,SUCCESS,654.39
4264,9827686467,199.00,2011,USSD,2026-06-19 15:42:00,SUCCESS,1321.69
4265,9086734425,299.44,2002,Retailer,2026-03-14 10:19:00,SUCCESS,357.81
4266,9945645521,765.47,2003,USSD,2025-08-18 18:01:00,REFUNDED,86.40
4267,9961535300,849.00,2022,Online,2026-07-08 10:44:00,FAILED,70.70
4268,9521083493,799.00,2005,Bank Portal,2025-12-16 22:18:00,SUCCESS,965.08
4269,9427582923,358.97,2001,App,2026-02-10 20:51:00,SUCCESS,408.05
4270,9369337271,99.00,2023,USSD,2026-01-22 10:53:00,SUCCESS,484.73
4271,9994592472,399.00,2006,Retailer,2025-11-26 21:56:00,PENDING,174.27
4272,9263929473,949.00,2013,Bank Portal,2025-11-14 17:13:00,SUCCESS,1409.53
4273,9523343007,949.00,2010,USSD,2026-06-14 20:07:00,SUCCESS,1050.19
4274,9732154473,249.00,2014,,2026-06-19 21:18:00,SUCCESS,254.68
4275,9945424627,849.00,2015,,2026-05-29 01:59:00,SUCCESS,980.49
4276,9002256290,479.00,2024,Bank Portal,2025-08-21 01:59:00,SUCCESS,547.54
4277,9514110424,299.00,2020,,2025-12-11 08:05:00,SUCCESS,455.56
4278,9851820385,179.00,2008,App,2026-06-28 20:21:00,SUCCESS,280.72
4279,9371549245,849.00,2022,Bank Portal,2025-12-12 05:47:00,SUCCESS,1005.98
4280,9072417610,630.06,2020,Retailer,2026-04-28 02:19:00,SUCCESS,825.31
4281,9794251413,99.00,2023,Retailer,2026-05-16 23:58:00,SUCCESS,163.56
4282,9361631556,479.00,2024,Retailer,2025-09-20 03:34:00,SUCCESS,568.79
4283,9966445815,249.00,2014,Online,2025-11-24 11:19:00,SUCCESS,1053.23
4284,9350331807,149.00,2002,Online,2025-11-13 22:39:00,SUCCESS,215.31
4285,9076526144,649.00,2019,Retailer,2026-06-15 05:01:00,REFUNDED,124.63
4286,9012947379,849.00,2022,App,2026-05-15 06:37:00,SUCCESS,1827.02
4287,9763922676,239.00,2017,Bank Portal,2025-10-23 04:07:00,SUCCESS,251.06
4288,9626346064,499.00,2001,Bank Portal,2025-11-20 03:26:00,SUCCESS,563.86
4289,9137483789,179.00,2008,Retailer,2026-03-02 20:24:00,SUCCESS,191.77
4290,9651730485,299.00,2020,App,2025-12-10 16:28:00,SUCCESS,304.50
4291,9663502880,199.00,2004,Retailer,2026-07-17 23:37:00,SUCCESS,1266.09
4292,9074570229,699.00,2021,Bank Portal,2026-05-07 08:43:00,SUCCESS,887.93
4293,9511172539,949.00,2013,USSD,2026-08-06 14:47:00,SUCCESS,960.72
4294,9232233025,949.00,2010,Online,2026-06-25 12:03:00,SUCCESS,1086.97
4295,9827686467,849.00,2015,Online,2026-07-08 12:20:00,SUCCESS,2170.69
4296,9308945692,249.00,2014,Bank Portal,2025-08-26 21:01:00,SUCCESS,315.88
4297,9660783488,199.00,2004,,2025-11-02 08:25:00,SUCCESS,330.25
4298,9538996963,799.00,2005,USSD,2026-03-18 12:34:00,SUCCESS,806.65
4299,9387079174,179.00,2009,Online,2026-02-01 14:12:00,REFUNDED,57.86
4300,9515075130,849.00,2022,USSD,2025-12-24 14:25:00,SUCCESS,854.33
4301,9217846198,73.27,2009,App,2025-08-11 11:05:00,SUCCESS,79.71
4302,9366952000,179.00,2009,Retailer,2026-03-16 04:26:00,SUCCESS,377.94
4303,9215527452,251.47,2011,Bank Portal,2026-05-07 16:33:00,SUCCESS,415.72
4304,9341689563,849.00,2022,Bank Portal,2025-11-07 08:03:00,SUCCESS,998.60
4305,9805961284,299.00,2020,Online,2025-11-05 09:57:00,SUCCESS,367.10
4306,9292033900,179.00,2008,Online,2026-04-27 03:15:00,SUCCESS,181.48
4307,9678650673,99.00,2023,App,2026-02-06 11:29:00,SUCCESS,183.78
4308,9328879965,78.30,2012,,2026-05-22 05:06:00,PENDING,936.79
4309,9554154137,899.00,2016,Bank Portal,2026-05-26 21:09:00,SUCCESS,1307.00
4310,9415777280,179.00,2009,Retailer,2026-07-07 18:58:00,SUCCESS,278.61
4311,9468913991,499.00,2001,App,2026-06-14 23:45:00,SUCCESS,623.53
4312,9444059476,399.00,2007,Retailer,2026-07-18 10:57:00,SUCCESS,401.21
4313,9196208552,399.00,2006,App,2026-08-03 02:15:00,SUCCESS,529.81
4314,9188673168,899.00,2016,USSD,2026-06-29 06:47:00,FAILED,51.65
4315,9045768958,849.00,2022,Online,2026-03-11 00:18:00,SUCCESS,907.57
4316,9363955032,149.00,2002,Online,2026-07-14 02:55:00,SUCCESS,216.40
4317,9614422892,448.72,2009,App,2025-11-04 03:15:00,SUCCESS,643.73
4318,9280025769,799.00,2005,Bank Portal,2026-02-01 14:36:00,SUCCESS,1154.97
4319,9073827036,399.00,2006,Online,2025-10-02 22:34:00,SUCCESS,419.63
4320,9309761084,499.00,2001,USSD,2026-07-17 01:40:00,SUCCESS,504.57
4321,9329668941,562.51,2009,Bank Portal,2025-11-19 23:58:00,SUCCESS,726.08
4322,9893415964,199.00,2011,Retailer,2025-11-25 06:26:00,SUCCESS,302.93
4323,9981340400,179.00,2009,App,2026-03-02 19:16:00,SUCCESS,192.71
4324,9232233025,299.00,2020,USSD,2026-02-04 12:41:00,SUCCESS,1385.97
4325,9572237829,799.00,2005,Bank Portal,2026-03-16 00:56:00,SUCCESS,929.30
