sim_id,iccid,msisdn,sim_type,status,issue_date
7137,89014175144987528225,9201078701,Nano,Active,2023-12-25
7138,89014169916064699823,9856696852,Nano,Inactive,2025-09-12
7139,89014870167607954813,9539856591,Nano,Inactive,2025-10-01
7140,89014218699928426094,9114353759,Nano,Active,2024-05-25
7141,89014883981654921434,9279578771,Nano,Active,2025-09-23
7142,89014645513855021901,9256318940,Micro,Active,2023-08-16
7143,89014543896850170462,9976082062,Nano,Active,2025-02-19
7144,89014255872899708566,9367476675,Micro,Active,2021-10-15
7145,89014325632543958598,9444039831,Nano,Active,2022-11-05
7146,89014205336010560443,9226938698,Nano,Active,2024-06-07
7147,89014041956543975791,9269473610,Nano,Active,2022-09-10
7148,89014819947031429175,9042806619,Nano,Active,2025-11-07
7149,89014699596367445226,9426362705,Nano,Active,2025-01-22
7150,89014040532798903561,9604851581,Nano,Inactive,2025-06-01
7151,89014720024644428730,9543934698,Nano,Inactive,2025-09-15
7152,89014495660903320798,9673126056,Nano,Inactive,2023-09-18
7153,89014707824342523226,9811712474,Nano,Active,2023-04-04
7154,89014826862443089443,9470263545,Nano,Active,2025-08-14
7155,89014229570602869562,9706492763,Nano,Active,2022-05-23
7156,89014425981742941612,9153477217,Nano,Active,2024-08-05
7157,89014682723525179959,9646965327,Nano,Active,2022-07-03
7158,89014217672701981298,9043878021,Nano,Active,2026-01-25
7159,89014448950876993117,9253025636,Nano,Active,2026-02-13
7160,89014233958820104108,9873313711,Nano,Active,2022-03-31
7161,89014010231323086884,9993713915,Nano,Active,2021-11-16
7162,89014068334438208420,9595025974,Nano,Active,2024-12-02
7163,89014777349758210834,9396394684,Nano,Active,2023-03-07
7164,89014462825353024794,9366092788,Nano,Active,2022-04-10
7165,89014402950900843143,9297583812,Nano,Active,2025-03-04
7166,89014318432705701982,9215527452,Nano,Active,2023-07-14
7167,89014781337693905111,9920614869,Nano,Active,2021-11-02
7168,89014075132638542736,9089693538,Micro,Active,2025-12-21
7169,89014152914747746425,9681743383,Nano,Inactive,2023-11-30
7170,89014901306451706380,9896294232,Nano,Active,2023-03-29
7171,89014634632607140787,9208654490,Nano,Active,2024-05-01
7172,89014037031806259524,9594378200,Nano,Active,2023-04-04
7173,89014771312092386789,9386304400,Micro,Active,2024-09-17
7174,89014521399578856943,9804183422,Nano,Active,2023-08-11
7175,89014780881589411871,9740267113,Nano,Active,2022-09-02
7176,89014858463743917761,9341956658,Nano,Active,2025-10-08
7177,89014971666273423372,9705670142,Nano,Active,2023-04-19
7178,89014015057898512593,9872891034,Micro,Active,2023-12-01
7179,89014688437236366344,9727188408,Nano,Inactive,2024-11-10
7180,89014761675400224412,9456351512,Nano,Inactive,2024-06-26
7181,89014778478599238218,9170017491,Nano,Active,2022-05-04
7182,89014108222936276264,9088506003,Nano,Active,2025-01-01
7183,89014487364818593524,9104425091,Micro,Active,2023-09-01
7184,89014770470642599305,9727819951,Nano,Active,2024-12-21
7185,89014261811643180010,9748138129,Micro,Inactive,2026-01-15
7186,89014485898088113675,9440265125,Nano,Active,2021-11-26
7187,89014048836540047154,9725946595,Nano,Blocked,2026-05-08
7188,89014132460291655265,9894317164,Nano,Active,2025-01-25
7189,89014958877559848001,9072805444,Micro,Active,2025-08-28
7190,89014405574550237791,9242730233,Nano,Active,2026-05-10
7191,89014257057244781996,9424025458,Nano,Active,2023-12-12
7192,89014762018319175134,9201298375,Nano,Active,2025-08-28
7193,89014581472345698485,9422283441,Nano,Active,2024-10-10
7194,89014937767398762615,9919366689,Nano,Active,2024-08-01
7195,89014443844667652739,9862651057,Nano,Active,2026-02-20
7196,89014592485026973483,9787754344,Nano,Active,2023-02-16
7197,89014942750687376590,9773593633,Micro,Inactive,2026-04-30
7198,89014512755976745212,9885021510,Nano,Active,2021-09-30
7199,89014196146257171324,9444579035,Nano,Inactive,2024-05-23
7200,89014213660140070886,9336375767,Nano,Active,2025-08-11
7201,89014357259169085201,9935215883,Nano,Active,2025-11-02
7202,89014976109665342714,9362824218,Nano,Active,2025-08-19
7203,89014276279013366918,9731762453,Nano,Active,2021-11-05
7204,89014482013110619421,9516050219,Nano,Active,2025-04-12
7205,89014098254311016732,9457517519,Nano,Active,2023-10-16
7206,89014787090052351535,9316641127,Nano,Blocked,2024-09-15
7207,89014373068344664252,9340647972,Nano,Active,2025-02-13
7208,89014879644703678790,9265679931,Nano,Active,2026-03-31
7209,89014834033142992600,9873887410,Nano,Active,2023-12-23
7210,89014435337125128187,9407460756,Micro,Blocked,2026-05-12
7211,89014811665470861141,9423769975,Nano,Inactive,2023-03-11
7212,89014784375118196298,9402265113,Nano,Active,2024-07-28
7213,89014238817242043615,9434869251,Nano,Active,2024-02-27
7214,89014917188900583196,9453732105,Nano,Active,2023-05-16
7215,89014756373537118234,9250376333,Nano,Active,2025-09-18
7216,89014575499276217218,9463668576,Nano,Active,2025-06-12
7217,89014146274091608697,9017498386,Nano,Active,2022-02-15
7218,89014870885382065639,9905090642,Nano,Blocked,2025-03-02
7219,89014452959915788326,9010950406,Micro,Active,2024-04-15
7220,89014572616167508469,9912890254,Nano,Active,2025-08-26
7221,89014580640502022537,9230294719,Nano,Active,2022-06-24
7222,89014887043519709798,9413982250,Nano,Active,2024-04-21
7223,89014421828158639215,9493893665,Nano,Active,2023-08-20
7224,89014400833222088171,9181990715,Nano,Inactive,2023-05-16
7225,89014184065383635501,9323301841,Micro,Blocked,2024-11-03
7226,89014964691480055557,9448401668,Nano,Active,2024-01-23
7227,89014650998030477903,9942935795,Micro,Active,2025-03-31
7228,89014036239577632183,9077746305,Nano,Active,2022-01-11
7229,89014496010820594356,9745286578,Micro,Active,2023-06-27
7230,89014841773032141407,9802275811,Nano,Active,2024-03-22
7231,89014423742016843459,9515075130,Nano,Blocked,2023-03-18
7232,89014285848902530771,9626485470,Nano,Active,2025-09-30
7233,89014880080049280777,9916707768,Nano,Inactive,2025-12-10
7234,89014739669881470238,9485845898,Nano,Active,2026-04-25
7235,89014527690762162712,9847355174,Micro,Active,2023-05-29
7236,89014671949981874011,9764849921,Nano,Inactive,2024-06-23
7237,89014242076787605173,9116309695,Nano,Active,2024-12-26
7238,89014554280200772746,9614256076,Nano,Active,2024-10-14
7239,89014953466784182023,9339314182,Nano,Active,2024-04-29
7240,89014302322138442436,9113915658,Nano,Active,2023-01-01
7241,89014950045233534638,9411188296,Micro,Active,2026-06-12
7242,89014223831221988398,9117958992,Nano,Active,2022-04-02
7243,89014473874897124583,9757547702,Nano,Blocked,2023-03-25
7244,89014746369727546554,9828061191,Micro,Active,2023-10-12
7245,89014123469339568432,9085477032,Nano,Active,2024-10-21
7246,89014377756978959768,9498308937,Nano,Inactive,2024-01-02
7247,89014497221696578135,9891938702,Nano,Active,2025-02-06
7248,89014961783874896200,9679838478,Nano,Active,2026-05-20
7249,89014121742678820000,9023427973,Nano,Active,2024-01-22
7250,89014428962215458805,9664425940,Nano,Inactive,2024-01-02
7251,89014663346953985692,9465179100,Nano,Active,2024-06-02
7252,89014164988848593776,9147719208,Nano,Blocked,2026-02-15
7253,89014057850897610469,9201436615,Nano,Active,2022-04-08
7254,89014494371754711280,9026522693,Nano,Active,2021-10-15
7255,89014772754297223207,9230472880,Nano,Active,2025-06-18
7256,89014416423439583733,9875866962,Nano,Inactive,2023-08-06
7257,89014539529531095358,9536373493,Nano,Active,2021-12-22
7258,89014920059946870936,9270280541,Nano,Active,2025-04-16
7259,89014410611613640795,9753930809,Nano,Active,2024-08-18
7260,89014742444480704004,9447509773,Nano,Active,2025-05-23
7261,89014140136353557751,9634513165,Nano,Inactive,2024-07-15
7262,89014913865550851301,9249231779,Nano,Active,2025-10-21
7263,89014255795780757257,9521719609,Nano,Active,2023-10-18
7264,89014076270115934215,9734229757,Micro,Active,2025-07-11
7265,89014580937747144750,9261183658,Nano,Active,2022-08-04
7266,89014115687766367120,9516654475,Nano,Active,2024-04-09
7267,89014782296683520842,9695526600,Nano,Inactive,2022-08-04
7268,89014935588631835498,9644398064,Nano,Active,2024-09-01
7269,89014568141085974670,9974476741,Nano,Inactive,2026-04-20
7270,89014211429680503282,9604096783,Nano,Active,2024-01-06
7271,89014326812708711523,9514110424,Nano,Active,2022-08-31
7272,89014903120747415316,9812450030,Nano,Active,2024-03-08
7273,89014015153226246326,9863254577,Nano,Active,2022-11-15
7274,89014886715411084756,9507095333,Nano,Inactive,2025-02-21
7275,89014074752916885638,9394201342,Nano,Active,2024-07-18
7276,89014965979875639133,9626362705,Nano,Active,2025-11-10
7277,89014504722947668535,9637449685,Nano,Active,2022-02-16
7278,89014104589106869073,9219531810,Nano,Active,2022-03-01
7279,89014433975589499560,9040988054,Nano,Active,2023-05-03
7280,89014146272818718862,9477724014,Micro,Inactive,2024-07-20
7281,89014461445087844971,9403329225,Nano,Blocked,2023-11-12
7282,89014169770643683723,9237871834,Micro,Active,2024-01-05
7283,89014446616078173171,9252070773,Nano,Active,2026-04-08
7284,89014424145834202172,9826417842,Nano,Inactive,2021-11-21
7285,89014994243645878123,9458969397,Nano,Active,2024-01-13
7286,89014081263595723245,9309726863,Nano,Active,2026-07-03
7287,89014128660049025147,9220516113,Nano,Active,2023-07-19
7288,89014641642355741704,9593148535,Nano,Active,2022-08-29
7289,89014649753600963145,9984238513,Micro,Active,2023-04-10
7290,89014803462596745265,9166243946,Nano,Active,2023-04-02
7291,89014686901879225768,9358375261,Nano,Active,2024-11-29
7292,89014748752024502849,9706092544,Nano,Active,2022-10-19
7293,89014540871472204633,9590330348,Micro,Active,2023-06-19
7294,89014248035891054391,9037911462,Nano,Active,2022-05-03
7295,89014414873389877867,9760428137,Nano,Active,2021-09-21
7296,89014856104406194694,9356702006,Nano,Active,2022-06-12
7297,89014908134487323251,9473409534,Micro,Blocked,2022-11-12
7298,89014971146366926335,9193368555,Nano,Inactive,2024-12-21
7299,89014271812308159530,9607160117,Nano,Active,2022-03-10
7300,89014897660173547840,9008562293,Nano,Active,2024-08-15
7301,89014450862954767372,9334442903,Nano,Active,2023-03-13
7302,89014414597934925935,9130522288,Nano,Inactive,2024-06-16
7303,89014289606885618573,9116656864,Nano,Inactive,2024-06-11
7304,89014980055694760435,9760924830,Nano,Active,2023-01-08
7305,89014241866520493111,9878886536,Micro,Inactive,2023-09-10
7306,89014462395445372656,9395364898,Nano,Active,2025-08-19
7307,89014760275192954370,9035227954,Micro,Active,2024-07-09
7308,89014729646813319236,9145047843,Nano,Blocked,2022-05-09
7309,89014424795581374370,9447148769,Nano,Active,2025-08-11
7310,89014236875303009919,9146794714,Nano,Blocked,2023-07-19
7311,89014503528163243759,9268377603,Nano,Active,2025-09-08
7312,89014654074769027023,9982365921,Nano,Active,2022-07-02
7313,89014186635266916814,9223587723,Nano,Inactive,2024-01-03
7314,89014325879623409026,9851820385,Nano,Active,2022-03-26
7315,89014690643647576353,9924743850,Nano,Active,2025-05-18
7316,89014452031032699329,9647163979,Nano,Active,2022-09-14
7317,89014454349234013462,9702433431,Nano,Inactive,2023-03-09
7318,89014964759899444260,9090559534,Nano,Active,2022-12-18
7319,89014055308996679716,9568689382,Nano,Active,2024-05-22
7320,89014589048055538603,9937930639,Nano,Active,2023-05-10
7321,89014812527561873400,9557620186,Micro,Active,2025-06-26
7322,89014214357169958313,9870510043,Nano,Active,2023-08-28
7323,89014473353656784950,9983962374,Nano,Inactive,2022-01-08
7324,89014852042297004549,9661993554,Nano,Active,2022-06-10
7325,89014956726659456180,9611966675,Nano,Active,2024-02-16
7326,89014107419666281210,9108676030,Nano,Active,2026-07-14
7327,89014765740121335938,9788244076,Nano,Active,2023-05-08
7328,89014845154102070590,9528445430,Nano,Active,2026-05-12
7329,89014461936644825766,9129656577,Nano,Active,2021-12-05
7330,89014177935225321058,9686984591,Nano,Active,2024-04-01
7331,89014778498697148758,9978560726,Nano,Active,2022-01-22
7332,89014012154096496215,9303403675,Micro,Active,2021-12-02
7333,89014734881788193236,9505893617,Nano,Active,2024-06-03
7334,89014524580669396750,9984325517,Nano,Active,2022-03-01
7335,89014634014275227170,9793693760,Nano,Active,2025-12-09
7336,89014994803033152319,9856321230,Nano,Active,2025-09-15
7337,89014075645005647876,9074413160,Nano,Active,2021-12-25
7338,89014034145494429308,9882152260,Nano,Active,2024-08-18
7339,89014196354202621451,9456227804,Nano,Inactive,2022-07-17
7340,89014955946449037139,9402694174,Micro,Active,2026-02-17
7341,89014204720792414014,9430336986,Nano,Active,2021-10-02
7342,89014070309712104453,9661086847,Nano,Active,2024-03-19
7343,89014598845904036111,9524712013,Micro,Active,2024-06-24
7344,89014868080393044619,9754125757,Micro,Active,2024-12-14
7345,89014612778438775262,9097455664,Nano,Inactive,2021-12-10
7346,89014177196785594099,9422585977,Nano,Active,2022-06-19
7347,89014096541955791195,9129226473,Nano,Active,2023-03-07
7348,89014864843874597339,9096596402,Micro,Active,2025-04-16
7349,89014840924299357529,9780561985,Nano,Active,2024-10-28
7350,89014307041392111745,9546552108,Micro,Active,2026-02-16
7351,89014210677595605034,9381924979,Nano,Active,2024-12-24
7352,89014636833665293939,9381326802,Nano,Active,2024-08-10
7353,89014475719389124712,9574159426,Nano,Active,2025-10-01
7354,89014256281026346913,9573295533,Nano,Active,2026-05-02
7355,89014853649234088817,9579317328,Nano,Active,2025-03-25
7356,89014536715257099147,9121139717,Nano,Active,2023-01-10
7357,89014782467568598024,9796524099,Nano,Active,2024-07-30
7358,89014287504690464242,9142975699,Micro,Active,2025-11-15
7359,89014100744725184167,9400994219,Nano,Active,2023-01-31
7360,89014517259649502668,9403044114,Micro,Blocked,2026-01-14
7361,89014440733042794201,9263974247,Nano,Active,2023-11-24
7362,89014316919632714426,9350331807,Micro,Active,2022-06-11
7363,89014985919292110346,9232233025,Micro,Active,2023-03-15
7364,89014905402586597388,9407183186,Nano,Active,2025-03-05
7365,89014015892925117954,9463409228,Nano,Inactive,2026-03-03
7366,89014263059442944861,9766968092,Nano,Active,2022-04-04
7367,89014323639985105095,9952036397,Nano,Active,2025-09-17
7368,89014404372920686443,9852064349,Nano,Active,2023-06-10
7369,89014187895088027305,9274829332,Nano,Active,2022-10-08
7370,89014330049805787219,9600007643,Micro,Active,2023-10-17
7371,89014703892925645537,9797267197,Micro,Active,2022-06-17
7372,89014163483951595277,9113510308,Nano,Active,2021-09-14
7373,89014821568466016511,9149498212,Nano,Active,2023-03-30
7374,89014601915640529480,9547014460,Micro,Inactive,2026-05-22
7375,89014232558585148701,9512331886,Nano,Active,2022-09-19
7376,89014168913000198321,9569679306,Micro,Active,2024-04-16
7377,89014864626996048923,9196472126,Nano,Active,2022-11-28
7378,89014250891185181873,9148817241,Nano,Blocked,2023-11-28
7379,89014021539657532575,9121868941,Nano,Active,2024-03-29
7380,89014522159705689912,9322719953,Nano,Blocked,2023-01-17
7381,89014354081931140500,9623666135,Nano,Active,2023-04-21
7382,89014057877666945179,9000780354,Micro,Inactive,2022-08-29
7383,89014498653681380950,9241963318,Nano,Active,2022-07-24
7384,89014418412044425688,9933443229,Micro,Active,2024-04-08
7385,89014846956782092065,9615024005,Nano,Active,2021-09-14
7386,89014974798474658826,9782560190,Micro,Active,2025-10-04
7387,89014461413757391690,9807652232,Micro,Active,2025-03-20
7388,89014469839552851896,9041260689,Nano,Active,2025-10-01
7389,89014620281364964894,9320578433,Nano,Inactive,2025-08-21
7390,89014210193872010220,9298426176,Nano,Active,2025-02-16
7391,89014932143611238485,9232971847,Nano,Active,2022-12-18
7392,89014933889040955757,9808489015,Nano,Active,2025-12-28
7393,89014991948415638929,9558653776,Nano,Active,2023-04-21
7394,89014293957236864853,9852780178,Nano,Blocked,2022-07-10
7395,89014950432452572053,9291680295,Nano,Blocked,2024-07-02
7396,89014137903261130393,9451324357,Nano,Inactive,2023-01-05
7397,89014530246745726165,9854610684,Nano,Active,2023-10-27
7398,89014045776453946295,9460112861,Nano,Active,2024-08-18
7399,89014199698846971917,9092392355,Nano,Active,2022-12-09
7400,89014871548227641078,9425099296,Nano,Blocked,2024-06-01
7401,89014323259966142046,9207627540,Micro,Active,2025-12-31
7402,89014933008599305790,9437201389,Micro,Active,2025-03-05
7403,89014130680420293620,9886125921,Nano,Active,2025-08-31
7404,89014739582177741313,9272183248,Nano,Inactive,2025-09-18
7405,89014680026070174123,9833739256,Micro,Active,2023-09-24
7406,89014293685109650909,9707681757,Nano,Active,2026-03-07
7407,89014282899748463634,9570117716,Nano,Active,2025-01-01
7408,89014942816044916926,9678405221,Nano,Active,2024-06-10
7409,89014713735047906717,9103984895,Nano,Active,2022-12-23
7410,89014819139735176274,9733681770,Nano,Inactive,2021-09-21
7411,89014953131247153998,9134445350,Micro,Active,2025-08-23
7412,89014228286185575430,9002256290,Nano,Active,2022-06-25
7413,89014163022090989207,9508243198,Nano,Active,2026-07-24
7414,89014815694272439328,9312630856,Nano,Active,2023-04-16
7415,89014412351469696309,9240102837,Micro,Active,2025-08-03
7416,89014808074631886823,9369337271,Nano,Active,2024-06-28
7417,89014498214706593028,9574555223,Nano,Active,2026-06-08
7418,89014643954116130154,9140002474,Nano,Active,2024-05-14
7419,89014972761349809756,9656701006,Nano,Active,2022-01-16
7420,89014193931112414460,9046106102,Nano,Blocked,2025-08-07
7421,89014729545008254928,9735981530,Nano,Active,2024-01-27
7422,89014849748154947008,9080143701,Nano,Active,2023-07-10
7423,89014206595045211675,9560097356,Nano,Active,2025-07-26
7424,89014980803032618459,9883987912,Nano,Active,2024-05-20
7425,89014651035773474491,9213007439,Nano,Active,2024-11-28
7426,89014689756121202927,9820621196,Nano,Inactive,2022-04-02
7427,89014736576321115027,9357061332,Micro,Active,2022-02-12
7428,89014104474953462983,9603381916,Nano,Active,2022-12-11
7429,89014573060388470528,9164061537,Nano,Blocked,2023-01-10
7430,89014211282403090276,9539790584,Nano,Active,2023-07-22
7431,89014335387806558061,9163121700,Nano,Active,2024-10-13
7432,89014163710723114589,9733998834,Nano,Active,2024-03-06
7433,89014288107368320521,9994423776,Nano,Active,2025-10-29
7434,89014510729898074214,9667840434,Nano,Active,2024-10-02
7435,89014397015724943303,9637296958,Nano,Active,2024-11-20
7436,89014351482717054159,9517862781,Nano,Active,2026-01-25
7437,89014474638740136585,9657662652,Nano,Active,2022-07-25
7438,89014265739503489374,9914684804,Nano,Inactive,2022-11-18
7439,89014923408234174640,9747835404,Nano,Blocked,2023-09-11
7440,89014884090768877975,9112906826,Nano,Active,2022-12-05
7441,89014145011809166900,9945438284,Nano,Active,2021-11-12
7442,89014019600262340408,9595960872,Nano,Active,2022-10-30
7443,89014635956970346193,9713148308,Nano,Active,2025-10-10
7444,89014272250740654777,9175500265,Nano,Active,2023-09-30
7445,89014148052241877107,9581731174,Nano,Active,2023-08-23
7446,89014051988903032003,9545111208,Nano,Blocked,2025-12-30
7447,89014787520617200778,9697512853,Nano,Active,2026-06-15
7448,89014628828206866660,9283921992,Nano,Active,2023-01-08
7449,89014916157314517181,9865934381,Micro,Active,2024-03-06
7450,89014083251985485172,9287426641,Nano,Active,2022-01-22
7451,89014097731025467884,9016069226,Micro,Active,2024-05-23
7452,89014865304774340739,9587920991,Nano,Active,2024-09-15
7453,89014246527360680436,9538448491,Nano,Active,2024-03-25
7454,89014423558037172357,9310976491,Nano,Inactive,2025-03-25
7455,89014707133634156760,9260415010,Micro,Active,2023-03-25
7456,89014330097791474438,9095714699,Nano,Active,2023-06-22
7457,89014813982977582083,9908822016,Nano,Active,2022-06-16
7458,89014839217887635716,9734389859,Nano,Active,2023-07-26
